brandname,details,sizes,mrp,sellprice,discount%,category women
aurelia,yarn dyed round neck straight womens kurta  gold,Large,1499,749,50,Indianwear
varanga,olive green floral thread embroidery straight kurta with 3/4th sleeves  green,X-Large,2199,769,65,Indianwear
myshka,printed rayon collar neck womens dress  navy,SmallX-Large,2999,749,75,Indianwear
de moza,solid regular fit cotton womens casual wear pants  coffee,SmallXX-Large,1299,779,40,Indianwear
janasya,stripes round neck regular fit womens top  blue,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,1498,749,50,Indianwear
global desi,solid viscose square neck womens straight kurta  indigo,XLLargeMediumSmallX-SmallXX-Large,2699,2159,20,Indianwear
ziyaa,printed mandarin rayon womens ethnic set  off white,LargeMediumSmallX-LargeXX-LargeXXX-Large,2325,930,60,Indianwear
ziyaa,printed rayon round neck womens straight kurta  yellow,LargeMediumSmallX-LargeXX-LargeXXX-Large,1752,700,60,Indianwear
faballey,floral strappy cotton womens top pyjama set  olive,LargeMediumSmallX-Large,1900,950,50,Indianwear
kashish,embroidered v neck flared fit womens kurta  olive,LargeMediumSmallX-LargeX-SmallXX-Large,1799,899,50,Indianwear
infuse,fitted full length cotton lycra womens leggings  turquoise,LargeMediumSmallX-Small,499,249,50,Indianwear
stop,printed round neck straight fit womens kurta  pink,SMLX-LargeX-SmallXX-Large,999,499,50,Indianwear
ziyaa,floral round neck crepe womens salwar kurta and dupatta set  grey,LargeMediumSmallX-LargeXX-LargeXXX-Large,2824,1270,55,Indianwear
haute curry,womens regular fit printed dress  navy,LargeMediumSmallX-Small,1299,649,50,Indianwear
biba,printed round neck polyester womens kurta  sky blue,323436384042,3799,2659,30,Indianwear
stop,womens regular fit printed kurta  blue,SX-Small,799,399,50,Indianwear
w,printed french crepe round neck womens straight kurta  blue,681012141618,3599,2699,25,Indianwear
and,solid polyester v neck womens ethnic set  magenta,8101214,3999,2599,35,Indianwear
yuris,abstract cotton round neck womens salwar suit  multi,LargeMediumSmallX-Large,3499,1399,60,Indianwear
varanga,gotta patti mandarin straight designer womens kurtas  turquoise,LargeMediumSmallX-Large,2999,899,70,Indianwear
aurelia,solid round neck cotton blend womens knee length kurta  black,LargeMediumX-LargeXX-Large,999,699,30,Indianwear
infuse,fitted full length cotton lycra womens churidar  black,Small,499,299,40,Indianwear
varanga,printed cotton boat neck womens straight fit kurta  black,SmallXX-Large,2999,749,75,Indianwear
janasya,womens green poly crepe kurta (jne3291)  green,LargeMediumSmallX-LargeXX-LargeXXX-Large,1699,679,60,Indianwear
myshka,solid cotton round neck womens regular kurta  navy,LargeMediumSmallX-LargeXX-Large,1499,524,65,Indianwear
infuse,solid flex mandarin neck womens straight fit kurta  navy,LargeMediumSmallX-LargeX-SmallXX-Large,899,449,50,Indianwear
aurelia,dyed polyester round neck womens straight kurta  blue,LargeMediumSmallX-LargeX-SmallXX-Large,1599,1119,30,Indianwear
kashish,embroidered mandarian collar aline fit womens kurta  lime green,LargeMediumSmallX-LargeX-SmallXX-Large,2499,1249,50,Indianwear
myshka,solid cotton round neck womens kurta palazzo set  pink,LargeMediumSmallX-LargeXX-Large,3999,999,75,Indianwear
w,printed round neck 92x80 voile womens layred dress  pink,16,2699,1349,50,Indianwear
kashish,embroidered round neck viscose blend womens calf length kurta  peach,LargeMediumSmallX-LargeX-SmallXX-Large,1999,999,50,Indianwear
stop,fitted full length cotton lycra womens leggings  fuchsia,SMLX-LargeX-Small,499,349,30,Indianwear
janasya,embroidered velvet round neck womens kurta palazzo set with dupatta  blue,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,4598,2069,55,Indianwear
ziyaa,printed mandarin rayon womens ethnic set  turquoise,LargeMediumSmallX-LargeXX-LargeXXX-Large,2138,855,60,Indianwear
juniper,solid cotton round neck womens flared dress  peach,LargeMediumSmallX-Large,3299,1649,50,Indianwear
myshka,printed cotton womens dress  red,,2999,749,75,Indianwear
haute curry,round neck rayon slub womens dress  fuchsia,LargeMediumSmallX-LargeX-SmallXX-Large,1499,749,50,Indianwear
ziyaa,printed round neck rayon womens ethnic set  green,LargeMediumSmallX-LargeXX-LargeXXX-Large,2553,1021,60,Indianwear
janasya,womens multicolor cotton kurta (jne2086)  multi,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,2449,1102,55,Indianwear
ziyaa,floral mandarin polyester womens ethnic set  maroon,LargeMediumSmallX-LargeXX-LargeXXX-Large,2044,919,55,Indianwear
indya,navy embroidered long shrug  blue,SmallXX-Large,1800,900,50,Indianwear
ziyaa,floral polyester round neck womens straight kurta  brown,LargeMediumSmallX-LargeXX-LargeXXX-Large,1278,639,50,Indianwear
janasya,solid silk round neck womens salwar suit  black,LargeMediumSmallX-LargeXX-Large,2269,1134,50,Indianwear
w,printed rayon flax round neck womens a line kurta  grey,681012141618,2399,1799,25,Indianwear
stop,full length cotton lycra knitted womens churidar  gold,SMLX-LargeXX-Large,499,349,30,Indianwear
neerus,floral dupion silk round neck womens regular kurta  carrot,LargeMediumX-LargeXX-Large,1699,1359,20,Indianwear
yuris,floral cotton round neck womens kurta set  yellow,LargeMediumSmallX-LargeXX-Large,3999,1399,65,Indianwear
haute curry,printed flex round neck womens regular top  mustard,LargeMediumSmallX-LargeX-SmallXX-Large,899,449,50,Indianwear
stop,full length cotton lycra knitted womens churidar  navy,SMLX-LargeXX-Large,499,349,30,Indianwear
stop,fitted full length cotton lycra womens leggings  off white,SMLX-LargeX-Small,499,349,30,Indianwear
stop,womens solid knee length casual wear straight kurta  black,SMLX-LargeX-SmallXX-Large,899,449,50,Indianwear
juniper,womens mint micro poly printed flared lehenga choli with satin lining  mint,LargeMediumSmall,3599,1799,50,Indianwear
juniper,solid cotton flex mandarin womens aline kurta  yellow,LargeMediumX-LargeXX-Large,1699,764,55,Indianwear
juniper,womens black cotton solid straight pants with side pocket  black,SmallX-LargeX-SmallXX-Large,1599,719,55,Indianwear
aurelia,printed round neck straight womens kurta  off white,X-Small,1199,599,50,Indianwear
w,print round neck viscose womens kurta  yellow,18,1999,999,50,Indianwear
yuris,floral round neck cotton womens kurta set  multi,LargeMediumSmall,3999,1399,65,Indianwear
janasya,womens black poly crepe kurta with palazzo and dupatta (set062)  black,XX-Large,3059,1070,65,Indianwear
kami kubi,solid cotton boat neck womens knee length kurta  maroon,LargeX-LargeX-SmallXX-Large,2499,1124,55,Indianwear
ziyaa,printed rayon round neck womens straight kurta  peach,LargeMediumSmallX-LargeXX-LargeXXX-Large,1752,700,60,Indianwear
global desi,women shirt collar striped kurta  blue,XLLargeMediumSmall,2599,1039,60,Indianwear
ziyaa,checks polyester round neck womens straight kurta  yellow,LargeMediumSmallX-LargeXX-LargeXXX-Large,1336,668,50,Indianwear
aurelia,mandarin straight designer womens kurtas  peach,LargeMediumSmallX-LargeX-SmallXX-Large,999,699,30,Indianwear
suti,embroidered rayon v neck womens straight kurti  lime green,4X-LargeLargeMediumSmallX-LargeX-SmallXX-Large,2299,1839,20,Indianwear
janasya,bandhni cotton round neck womens kurta palazzo set with dupatta  pink,LargeMediumX-LargeXXX-Large,4349,2609,40,Indianwear
varanga,printed round neck silk blend womens ethnic set  mustard,SmallX-LargeXX-Large,3999,1399,65,Indianwear
infuse,embroidered polyester womens full length palazzos  khaki,2XL/3XLSmall/Medium,1399,419,70,Indianwear
janasya,schiffli cotton round neck womens crop top  green,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,1698,594,65,Indianwear
gipsy,solid polyester vneck womens tunic  rust,LargeMediumXX-LargeXXX-Large,1795,1256,30,Indianwear
zink london,stripes rayon womens ankle length palazzo  blue,LargeMediumSmallX-Large,1799,1079,40,Indianwear
kami kubi,floral cotton boat neck womens a line dress  white,LargeMediumSmallX-LargeX-SmallXX-Large,1799,719,60,Indianwear
aurelia,dyed cotton womens straight kurta  green,LargeMediumSmallX-LargeX-SmallXX-Large,1599,1119,30,Indianwear
ziyaa,solid crepe round neck womens ethnic set  pink,LargeMediumSmallX-LargeXX-LargeXXX-Large,1978,890,55,Indianwear
aurelia,printed polyester round neck womens ethnic set  natural,LargeX-Large,3799,1899,50,Indianwear
sanaa,solid rayon blend mandarin womens kurta  turquoise,LargeMediumSmallX-LargeXX-Large,1599,799,50,Indianwear
myshka,printed cotton round neck womens lehenga choli set  yellow,LargeMediumSmallX-LargeXX-Large,4999,999,80,Indianwear
indya,embroidered georgette square neck womens top  green,LargeMediumSmallX-LargeX-Small,1500,1200,20,Indianwear
haute curry,full length rayon woven womens pants  dark grey,LargeMediumSmallX-Large,999,499,50,Indianwear
kashish,embroidered viscose blend round neck womens straight fit kurta  mustard,LargeMediumSmallX-LargeX-SmallXX-Large,1699,849,50,Indianwear
aurelia,dyed cotton womens straight kurta  blue,LargeMediumSmallX-LargeX-SmallXX-Large,1599,1119,30,Indianwear
global desi,geometric cotton round neck womens straight top  blue,XLLargeMediumSmallX-Small,1299,649,50,Indianwear
global desi,solid viscose round neck womens a line tunic  pink,XLLargeMediumSmallX-Small,1699,849,50,Indianwear
biba,printed shirt collar straight fit womens kurta  carbon,323436384042,1799,1439,20,Indianwear
sanaa,solid rayon mandarin womens mid thigh length kurti  cream,LargeMediumSmallX-LargeXX-Large,1499,1049,30,Indianwear
stop,solid boat neck a line fit womens kurta  mustard,SMLXLX-Small,1299,649,50,Indianwear
stop,fitted full length cotton lycra womens leggings  lilac,SMLX-LargeX-Small,499,349,30,Indianwear
varanga,round neck silk blend designer womens ethnic set  gold,LargeMediumSmallX-LargeXX-Large,4999,1749,65,Indianwear
juniper,womens maroon chanderi zari embroidered 2 piece kurta dress with cambric polka dot lining  maroon,LargeMediumSmallX-LargeX-SmallXX-Large,2999,1949,35,Indianwear
haute curry,yarn dyed ankle length casual wear gather dress  red,LargeMediumSmallX-Small,1299,649,50,Indianwear
varanga,womens green silk zari embroidered anarkali kurta highlighted with sequins work with gota detailing at hem  green,MediumSmallX-LargeXX-Large,3599,1619,55,Indianwear
varanga,sequins round neck cotton designer womens ethnic set  pink,LargeMediumX-LargeXX-Large,4999,1749,65,Indianwear
juniper,printed mandarin georgette womens flared dress  indigo,LargeMediumSmallX-LargeX-Small,2999,2099,30,Indianwear
janasya,stripes tie up neck� regular fit womens top  pink,SmallX-Small,1798,629,65,Indianwear
global desi,solid viscose v neck womens straight top  off white,XLLargeMediumSmallX-SmallXX-Large,2899,2319,20,Indianwear
global desi,geometric viscose round neck womens flared tunic  white,XLLargeMediumSmallX-SmallXX-Large,1899,1519,20,Indianwear
varanga,printed round neck silk blend womens ethnic set  brown,SmallX-LargeXX-Large,6599,2639,60,Indianwear
stop,womens yarn dyed calf length casual wear kurta  rust,SMLXLX-SmallXX-Large,1299,649,50,Indianwear
janasya,printed polyester blend round neck womens kaftan kurta  peach,LargeMediumSmallX-Large,1898,1043,45,Indianwear
ziyaa,geometric mandarin polyester womens ethnic set  green,LargeMediumSmallX-LargeXX-LargeXXX-Large,3124,1249,60,Indianwear
neerus,printed muslin vneck womens ankle length kurta  maroon,MediumX-LargeXX-Large,2799,1399,50,Indianwear
ziyaa,floral round neck polyester womens ethnic set  pink,LargeMediumSmallX-LargeXX-LargeXXX-Large,2528,1011,60,Indianwear
kashish,embroidered viscose blend round neck womens straight fit kurta  coral,LargeMediumSmallX-LargeX-SmallXX-Large,1699,849,50,Indianwear
haute curry,ankle length rayon woven womens pants  yellow,LargeMediumSmallX-Large,999,499,50,Indianwear
myshka,printed cotton round neck womens dress  multi,LargeMediumSmallX-LargeXX-Large,2999,599,80,Indianwear
biba,polyester woven womens skirt  green,LargeMedium,3599,2159,40,Indianwear
myshka,solid cotton regular fit womens casual trousers  black,LargeMediumSmallX-LargeXX-Large,1399,489,65,Indianwear
stop,printed cotton mandarin womens knee length kurta  yellow,SMLX-LargeX-SmallXX-LargeXXX-Large,799,559,30,Indianwear
kashish,embroidered round neck cotton satin womens flared dress  navy,LargeMediumSmallX-LargeX-SmallXX-Large,2999,1499,50,Indianwear
aurelia,dyed cotton round neck womens ethnic set  green,LargeMediumSmallX-LargeX-SmallXX-Large,1799,1259,30,Indianwear
kashish,solid v neck aline fit womens kurta  grey,LargeMediumSmallX-LargeX-SmallXX-Large,1799,899,50,Indianwear
global desi,solid viscose round neck womens straight tunic  peach,XLLargeMediumSmallX-SmallXX-Large,2899,2319,20,Indianwear
global desi,solid key hole neck womens kurta  mustard,XLLargeMediumSmallX-Small,1799,899,50,Indianwear
global desi,floral polyester round neck womens blouson top  pink,LargeMediumSmallX-Small,1799,1169,35,Indianwear
indya,embellished georgette round neck womens kurta  blue,LargeMediumSmallX-LargeX-SmallXX-Large,3400,1700,50,Indianwear
biba,printed rayon boat neck womens straight fit kurta  peacock,323436384042,2299,1379,40,Indianwear
haute curry,embroidered rayon vneck womens aline assymetrical tunic  aqua,LargeMediumSmallX-LargeX-Small,899,449,50,Indianwear
juniper,womens jade green georgette gold foil placement print layered ethnic dress with cambric lining & concealed zip  jade,LargeMediumSmallX-LargeX-Small,4299,2149,50,Indianwear
aurelia,yarn dyed band with placket straight womens kurta  peach,Large,1499,749,50,Indianwear
stop,printed stand up collar straight fit womens kurta  off white,SMLX-LargeX-Small,999,499,50,Indianwear
ziyaa,printed round neck rayon womens ethnic set  yellow,LargeMediumSmallX-LargeXX-LargeXXX-Large,2333,933,60,Indianwear
stop,solid flex v neck womens straight fit kurta  teal,SMLX-LargeX-SmallXX-Large,899,449,50,Indianwear
infuse,printed rayon round neck womens kurta  peach,LargeMediumSmallX-LargeX-SmallXX-Large,1899,949,50,Indianwear
ziyaa,printed crepe collar neck womens straight kurta  pink,LargeMediumSmallX-LargeXX-LargeXXX-Large,1427,570,60,Indianwear
w,print mandarin neck cotton womens aline dress  ecru,10,3599,1799,50,Indianwear
stop,yarn dyed mandarin collar straight fit womens kurta  navy,SMLX-Small,1699,849,50,Indianwear
aurelia,regular fit polyester womens festive skirt  pink,LargeMediumSmallX-LargeXX-Large,2399,1679,30,Indianwear
aurelia,printed viscose round neck womens ethnic set  peach,LargeMedium,3999,1999,50,Indianwear
ziyaa,printed crepe round neck womens straight kurta  purple,LargeMediumSmallX-LargeXX-LargeXXX-Large,1645,575,65,Indianwear
ziyaa,solid mandarin rayon womens ethnic set  grey,LargeMediumSmallX-LargeXX-LargeXXX-Large,2912,1164,60,Indianwear
janasya,floral round neck regular fit womens kurta  green,LargeMediumSmallX-LargeX-SmallXX-Large,1399,699,50,Indianwear
juniper,printed rayon round neck womens tiered dress  yellow,Large,2499,1499,40,Indianwear
faballey,solid  crepe womens regular palazzo  black,4X-LargeXXX-Large,1900,1520,20,Indianwear
global desi,printed viscose round neck womens regular kurta  turquoise,XLLargeMediumSmallX-SmallXX-Large,2099,1679,20,Indianwear
marie claire,womens off shoulder embroidered top  off white,LargeX-Large,1299,324,75,Indianwear
w,mandarin straight designer womens kurtas  green,6810,1999,999,50,Indianwear
jack and jones,leather & polyester regular buckle mens sandals  blue,404142434445,2499,1499,40,Indianwear
stop,printed cotton mandarin womens knee length kurta  peach,XLLargeMediumSmallX-SmallXX-LargeXXX-Large,899,629,30,Indianwear
stop,printed round neck straight fit womens kurta  red,SMLX-LargeX-Small,999,499,50,Indianwear
aurelia,cotton rayon round neck womens kurta  off white,MediumX-Large,1299,649,50,Indianwear
varanga,mauve and gold zari and thread embroidery anarkali kurta with 3/4th embroidered sleeves  purple,LargeSmallXX-Large,3399,1189,65,Indianwear
ziyaa,printed crepe round neck womens straight kurta  pink,LargeMediumSmallX-LargeXX-LargeXXX-Large,1470,514,65,Indianwear
haute curry,womens regular fit printed tops  natural,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,799,399,50,Indianwear
yuris,printed cotton womens regular length palazzos  natural,36,1699,679,60,Indianwear
stop,solid round neck straight designer womens kurta  blue,SMLX-LargeX-SmallXX-Large,999,499,50,Indianwear
yuris,bandhani cotton round neck womens kurta set  pink,LargeMediumSmallX-LargeXX-LargeXXX-Large,2799,1259,55,Indianwear
yuris,ethnic motifs round neck cotton womens kurta set  multi,MediumSmallXX-LargeXXX-Large,4299,1504,65,Indianwear
